title,url,raw_price,description,price,year,mileage,fuel,transmission,brand
https://www.sauto.cz/osobni/detail/skoda/karoq/209053806,"Škoda Karoq,
1,5 TSI 110kW DSG DPH virtual",523 999 Kč,"2022, 62 144 km, Benzín, Automatická",523999.0,2022.0,62144.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/karoq/209053806
https://www.sauto.cz/osobni/detail/ssangyong/torres/209053680,"SsangYong Torres,
1,5 T-GDI 120kW Aut. Style CZ",609 999 Kč,"2023, 22 043 km, Benzín, Automatická",609999.0,2023.0,22043.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/ssangyong/torres/209053680
https://www.sauto.cz/osobni/detail/peugeot/traveller/209053548,"Peugeot Traveller,
L3 2,0 130kW Aut. CZ 8-Míst",659 999 Kč,"2019, 97 971 km, Nafta, Automatická",659999.0,2019.0,97971.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/peugeot/traveller/209053548
https://www.sauto.cz/osobni/detail/bmw/rada-2/209052810,"BMW Řada 2,
1,5 218i GC M-Sport Aut.",734 999 Kč,"2024, 27 065 km, Benzín, Automatická",734999.0,2024.0,27065.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-2/209052810
https://www.sauto.cz/osobni/detail/audi/q3/209052738,"Audi Q3,
2,0 40TFSI 140kW Virtual 1.Maj",578 999 Kč,"2019, 116 866 km, Benzín, Automatická",578999.0,2019.0,116866.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/audi/q3/209052738
https://www.sauto.cz/osobni/detail/kia/sportage/209035563,"Kia Sportage,
1,6 i 132 kW 4x4 CZ GT-Line",628 999 Kč,"2022, 99 597 km, Benzín, Automatická",628999.0,2022.0,99597.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/kia/sportage/209035563
https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209032722,"Mercedes-Benz GLC,
2,0 300d 180kW 4Matic",949 999 Kč,"2021, 41 317 km, Nafta, Automatická",949999.0,2021.0,41317.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/glc/209032722
https://www.sauto.cz/osobni/detail/volkswagen/t-cross/209011617,"Volkswagen T-Cross,
1,0 TSI R-line DSG Style DPH",423 999 Kč,"2022, 91 264 km, Benzín, Automatická",423999.0,2022.0,91264.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/t-cross/209011617
https://www.sauto.cz/osobni/detail/volkswagen/taigo/209005932,"Volkswagen Taigo,
1,5 TSI 110kW DSG R-Line DPH",498 999 Kč,"2022, 86 702 km, Benzín, Automatická",498999.0,2022.0,86702.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209005932
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/208995642,"Volkswagen Tiguan,
2,0 TDI 103kW 4Motion Sport",274 999 Kč,"2012, 107 156 km, Nafta, Manuální",274999.0,2012.0,107156.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/208995642
https://www.sauto.cz/osobni/detail/kia/cee-d/208995366,"Kia Cee´d,
1,4 i 73kW CZ Klima LPG",123 999 Kč,"2015, 177 504 km, LPG + benzín, Manuální",123999.0,2015.0,177504.0,Other,Manuální,https://www.sauto.cz/osobni/detail/kia/cee-d/208995366
https://www.sauto.cz/osobni/detail/bmw/x5/208990218,"BMW X5,
3,0 30d 190kW xDrive Aut. CZ",318 999 Kč,"2015, 298 720 km, Nafta, Automatická",318999.0,2015.0,298720.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/x5/208990218
https://www.sauto.cz/osobni/detail/ford/kuga/208973871,"Ford Kuga,
2,0 TDCI 100kW Titanium Kůže",164 999 Kč,"2009, 100 184 km, Nafta, Manuální",164999.0,2009.0,100184.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/ford/kuga/208973871
https://www.sauto.cz/osobni/detail/skoda/kamiq/208963338,"Škoda Kamiq,
1,0 TSI Clever Virtual Navi DP",418 999 Kč,"2022, 6 144 km, Benzín, Manuální",418999.0,2022.0,6144.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/kamiq/208963338
https://www.sauto.cz/osobni/detail/bmw/x1/208959357,"BMW X1,
2,0 xDrive20d 130kW Xenon Navi",167 999 Kč,"2011, 226 774 km, Nafta, Manuální",167999.0,2011.0,226774.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/bmw/x1/208959357
https://www.sauto.cz/osobni/detail/toyota/corolla/208953021,"Toyota Corolla,
GR 1,8 Hybrid e-CVT 1.Maj DPH",518 999 Kč,"2022, 86 931 km, Hybridní, Automatická",518999.0,2022.0,86931.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/toyota/corolla/208953021
https://www.sauto.cz/osobni/detail/volkswagen/passat/208932162,"Volkswagen Passat,
R-Line 2,0 TSI 200kW CZ 4M DPH",538 999 Kč,"2019, 148 084 km, Benzín, Automatická",538999.0,2019.0,148084.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/passat/208932162
https://www.sauto.cz/osobni/detail/volkswagen/golf/208922670,"Volkswagen Golf,
2,0 TDI DSG R-line Virtual DPH",414 999 Kč,"2022, 207 926 km, Nafta, Automatická",414999.0,2022.0,207926.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/golf/208922670
https://www.sauto.cz/osobni/detail/audi/a7/208913877,"Audi A7,
3,0 TDI 180kW Quattro CZ S-Lin",979 999 Kč,"2022, 69 603 km, Nafta, Automatická",979999.0,2022.0,69603.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a7/208913877
https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/208902459,"Volkswagen Tiguan Allspace,
2,0 TDI DSG R-line 4M 1Maj DPH",537 999 Kč,"2021, 208 657 km, Nafta, Automatická",537999.0,2021.0,208657.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/208902459
https://www.sauto.cz/osobni/detail/skoda/octavia/209717964,"Škoda Octavia,
RS 1.4 TSI iV, Automat, ČR",680 000 Kč,"2023, 50 728 km, Hybridní, Automatická",680000.0,2023.0,50728.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209717964
https://www.sauto.cz/osobni/detail/mercedes-benz/cla/208897800,"Mercedes-Benz CLA,
1,4 200 AMG Premium",898 999 Kč,"2025, 6 065 km, Benzín, Automatická",898999.0,2025.0,6065.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/cla/208897800
https://www.sauto.cz/osobni/detail/mercedes-benz/cle/208887525,"Mercedes-Benz CLE,
2,0 300 4Matic AMG Premium Plu",1 669 999 Kč,"2025, 6 027 km, Benzín, Automatická",1669999.0,2025.0,6027.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/cle/208887525
https://www.sauto.cz/osobni/detail/volvo/xc60/208881510,"Volvo XC60,
2,4 D3 120kW AWD AT Summum",298 999 Kč,"2011, 117 193 km, Nafta, Automatická",298999.0,2011.0,117193.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc60/208881510
https://www.sauto.cz/osobni/detail/mercedes-benz/glc/208880688,"Mercedes-Benz GLC,
2,0 300d 180kW 4Matic AMG DPH",798 999 Kč,"2021, 140 252 km, Nafta, Automatická",798999.0,2021.0,140252.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/glc/208880688
https://www.sauto.cz/osobni/detail/volkswagen/passat/208866597,"Volkswagen Passat,
1,5 TSI DSG R-line Matrix DPH",454 999 Kč,"2019, 140 820 km, Benzín, Automatická",454999.0,2019.0,140820.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/passat/208866597
https://www.sauto.cz/osobni/detail/skoda/kodiaq/208866564,"Škoda Kodiaq,
1,5 TSI Sportline 7-Míst DPH",557 999 Kč,"2021, 159 644 km, Benzín, Manuální",557999.0,2021.0,159644.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/kodiaq/208866564
https://www.sauto.cz/osobni/detail/peugeot/2008/208866531,"Peugeot 2008,
1,2 PT Allure LED 1.Maj DPH",249 999 Kč,"2021, 162 386 km, Benzín, Manuální",249999.0,2021.0,162386.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/peugeot/2008/208866531
https://www.sauto.cz/osobni/detail/jeep/renegade/208866471,"Jeep Renegade,
2,0 MJET 4WD Automat Beats",373 999 Kč,"2019, 108 429 km, Nafta, Automatická",373999.0,2019.0,108429.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/jeep/renegade/208866471
https://www.sauto.cz/osobni/detail/citroen/c4/208866459,"Citroën C4,
1,2 PT 75kW Iconic 1.Maj. DPH",369 999 Kč,"2022, 35 614 km, Benzín, Manuální",369999.0,2022.0,35614.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/citroen/c4/208866459
https://www.sauto.cz/osobni/detail/volvo/xc70/208855344,"Volvo XC70,
2,4 D4 133kW Aut. AWD Summum",268 999 Kč,"2016, 297 972 km, Nafta, Automatická",268999.0,2016.0,297972.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc70/208855344
https://www.sauto.cz/osobni/detail/volkswagen/passat/208855290,"Volkswagen Passat,
2,0 TDI DSG Business 1.Maj DPH",483 999 Kč,"2022, 61 059 km, Nafta, Automatická",483999.0,2022.0,61059.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/passat/208855290
https://www.sauto.cz/osobni/detail/tesla/model-3/208848438,"Tesla Model 3,
Std Range RWD 60kWh SoH 94,5%",589 999 Kč,"2022, 36 843 km, Elektro, Automatická",589999.0,2022.0,36843.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/tesla/model-3/208848438
https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/208830798,"Volkswagen Arteon Shooting Brake,
R 2,0 TSI 235kW 4Motion DPH",838 999 Kč,"2022, 63 839 km, Benzín, Automatická",838999.0,2022.0,63839.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/208830798
https://www.sauto.cz/osobni/detail/skoda/fabia/209830947,"Škoda Fabia,
1.0TSi, 81kW, ČR",169 000 Kč,"2018, 188 500 km, Benzín, Manuální",169000.0,2018.0,188500.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209830947
https://www.sauto.cz/osobni/detail/toyota/rav4/209810505,"Toyota Rav4,
2.0i 16V 3S-FE/4x4/uzávěrka",119 000 Kč,"1998, 256 534 km, Benzín, Manuální",119000.0,1998.0,256534.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/toyota/rav4/209810505
https://www.sauto.cz/osobni/detail/skoda/rapid/209785686,"Škoda Rapid,
1.2 TSI AMBITION PLUS/ČR",215 000 Kč,"2017, 70 500 km, Benzín, Manuální",215000.0,2017.0,70500.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/rapid/209785686
https://www.sauto.cz/osobni/detail/nissan/qashqai/209385729,"Nissan Qashqai,
1,5 dCi 81kW TeknaTažné CZ",223 999 Kč,"2015, 85 484 km, Nafta, Manuální",223999.0,2015.0,85484.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/nissan/qashqai/209385729
https://www.sauto.cz/osobni/detail/hyundai/i40/209385627,"Hyundai i40,
1,6 GDI Fifa edice Serv. kniha",174 999 Kč,"2013, 149 159 km, Benzín, Manuální",174999.0,2013.0,149159.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i40/209385627
https://www.sauto.cz/osobni/detail/dacia/spring/209385513,"Dacia Spring,
Comfort Plus 45 Navi",269 999 Kč,"2022, 28 327 km, Elektro, Automatická",269999.0,2022.0,28327.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/dacia/spring/209385513
https://www.sauto.cz/osobni/detail/audi/a6/209385375,"Audi A6,
3,0 TDI 200kW quattro S-Line",324 999 Kč,"2018, 291 212 km, Nafta, Automatická",324999.0,2018.0,291212.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a6/209385375
https://www.sauto.cz/osobni/detail/dodge/ram/209657121,"Dodge Ram,
+CHROMELINER+ROUGH COUNTRY+",999 000 Kč,"2020, 127 000 km, Benzín, Automatická",999000.0,2020.0,127000.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/dodge/ram/209657121
https://www.sauto.cz/osobni/detail/renault/laguna/209381562,"Renault Laguna,
1,5 dCi 81kW Expression CZ",98 999 Kč,"2012, 169 170 km, Nafta, Manuální",98999.0,2012.0,169170.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/renault/laguna/209381562
https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209371455,"Volkswagen Arteon Shooting Brake,
2,0 TSI 206 kW R-line DSG DPH",784 999 Kč,"2022, 77 315 km, Benzín, Automatická",784999.0,2022.0,77315.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209371455
https://www.sauto.cz/osobni/detail/skoda/octavia/209366415,"Škoda Octavia,
2,0 TDI 110KW Elegance CZ",193 999 Kč,"2014, 240 306 km, Nafta, Manuální",193999.0,2014.0,240306.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209366415
https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/209364399,"Volkswagen Tiguan Allspace,
2,0 TDI DSG Highline 7Míst DPH",534 999 Kč,"2019, 165 494 km, Nafta, Automatická",534999.0,2019.0,165494.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/209364399
https://www.sauto.cz/osobni/detail/skoda/yeti/209352726,"Škoda Yeti,
1,2 TSI DSG Elegance 1.Maj.",274 999 Kč,"2014, 126 037 km, Benzín, Automatická",274999.0,2014.0,126037.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/yeti/209352726
https://www.sauto.cz/osobni/detail/skoda/octavia/209352702,"Škoda Octavia,
2,0 TDI 110kW Elegance 87'567k",278 999 Kč,"2013, 87 567 km, Nafta, Manuální",278999.0,2013.0,87567.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209352702
https://www.sauto.cz/osobni/detail/volkswagen/golf/209352594,"Volkswagen Golf,
2,0 TSI 169kW GTI Performance",368 999 Kč,"2015, 148 447 km, Benzín, Manuální",368999.0,2015.0,148447.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/golf/209352594
https://www.sauto.cz/osobni/detail/bmw/x5/209346258,"BMW X5,
3,0 xDrive 40d 230kW Aut. DPH",598 999 Kč,"2017, 191 184 km, Nafta, Automatická",598999.0,2017.0,191184.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/x5/209346258
https://www.sauto.cz/osobni/detail/skoda/fabia/209342151,"Škoda Fabia,
1,5 TSI 110kW DSG Monte Carlo",498 999 Kč,"2024, 11 130 km, Benzín, Automatická",498999.0,2024.0,11130.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/fabia/209342151
https://www.sauto.cz/osobni/detail/skoda/octavia/209337372,"Škoda Octavia,
1,4 TSI DSG Elegance+ Xenon",198 999 Kč,"2013, 226 445 km, Benzín, Automatická",198999.0,2013.0,226445.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209337372
https://www.sauto.cz/osobni/detail/audi/a6/209335917,"Audi A6,
3,0 TDI 235kW quattro CZ DPH",529 999 Kč,"2017, 163 400 km, Nafta, Automatická",529999.0,2017.0,163400.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a6/209335917
https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209328414,"Volkswagen Arteon Shooting Brake,
2,0 TSI 140kW DSG R-Line DPH",769 999 Kč,"2022, 35 753 km, Benzín, Automatická",769999.0,2022.0,35753.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209328414
https://www.sauto.cz/osobni/detail/audi/a6/209328348,"Audi A6,
3,0 TDI 200 kW Quattro S-troni",534 999 Kč,"2019, 143 142 km, Nafta, Automatická",534999.0,2019.0,143142.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a6/209328348
https://www.sauto.cz/osobni/detail/volkswagen/passat/209319261,"Volkswagen Passat,
1,4 TSI 110kW DSG Comfort LED",369 999 Kč,"2016, 99 028 km, Benzín, Automatická",369999.0,2016.0,99028.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/passat/209319261
https://www.sauto.cz/osobni/detail/toyota/proace-verso/209319246,"Toyota Proace Verso,
2,0 D-4D L1 Family 8-Míst CZ",699 999 Kč,"2021, 134 574 km, Nafta, Manuální",699999.0,2021.0,134574.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/toyota/proace-verso/209319246
https://www.sauto.cz/osobni/detail/skoda/octavia/209319189,"Škoda Octavia,
1,4 TSI iV RS 110kW DSG LED",528 999 Kč,"2021, 128 015 km, Hybridní, Automatická",528999.0,2021.0,128015.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209319189
https://www.sauto.cz/osobni/detail/volkswagen/t-cross/209318010,"Volkswagen T-Cross,
1,0 TSI 70kW CZ Life 1.Maj.",329 999 Kč,"2020, 62 675 km, Benzín, Manuální",329999.0,2020.0,62675.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/t-cross/209318010
https://www.sauto.cz/osobni/detail/mazda/cx-30/209317680,"Mazda CX-30,
2,0 Skyactiv-G 90kW CZ 1.Maj.",499 999 Kč,"2022, 48 657 km, Benzín, Manuální",499999.0,2022.0,48657.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/mazda/cx-30/209317680
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209313327,"Škoda Kodiaq,
2,0 TDI DSG Kessy LED 7-Míst",457 999 Kč,"2019, 176 874 km, Nafta, Automatická",457999.0,2019.0,176874.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209313327
https://www.sauto.cz/osobni/detail/volkswagen/sharan/209312448,"Volkswagen Sharan,
2,0 TDI 103kW Aut.klima 7-Míst",359 999 Kč,"2014, 145 629 km, Nafta, Manuální",359999.0,2014.0,145629.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/sharan/209312448
https://www.sauto.cz/osobni/detail/mercedes-benz/amg-gt/208581902,"Mercedes-Benz AMG GT,
AMG GT*NAPPA*BURM*TRACK PACE",2 399 000 Kč,"2019, 27 376 km, Benzín, Automatická",2399000.0,2019.0,27376.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/amg-gt/208581902
https://www.sauto.cz/osobni/detail/volkswagen/passat/209312439,"Volkswagen Passat,
2,0 TDI 110kW DSG LED DPH",428 999 Kč,"2022, 164 310 km, Nafta, Automatická",428999.0,2022.0,164310.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/passat/209312439
https://www.sauto.cz/osobni/detail/volkswagen/passat/209312436,"Volkswagen Passat,
2,0 TDI 110kW DSG Matrix DPH",459 999 Kč,"2022, 147 458 km, Nafta, Automatická",459999.0,2022.0,147458.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/passat/209312436
https://www.sauto.cz/osobni/detail/fiat/scudo/209312232,"Fiat Scudo,
2,0 MTJ 106kW 6-Míst CZ DPH",468 999 Kč,"2022, 113 484 km, Nafta, Manuální",468999.0,2022.0,113484.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/fiat/scudo/209312232
https://www.sauto.cz/osobni/detail/cupra/formentor/209312208,"Cupra Formentor,
2,0 TSI VZ DSG 4Drive Beats",787 999 Kč,"2022, 14 025 km, Benzín, Automatická",787999.0,2022.0,14025.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/cupra/formentor/209312208
https://www.sauto.cz/osobni/detail/audi/a5/209312097,"Audi A5,
2,0 TDI 140kW Aut. Navi CZ DPH",288 999 Kč,"2015, 165 905 km, Nafta, Automatická",288999.0,2015.0,165905.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/a5/209312097
https://www.sauto.cz/osobni/detail/skoda/karoq/209308833,"Škoda Karoq,
1,0 TSI 81kW Clever LED DPH",479 999 Kč,"2022, 56 334 km, Benzín, Manuální",479999.0,2022.0,56334.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/karoq/209308833
https://www.sauto.cz/osobni/detail/skoda/octavia/209305863,"Škoda Octavia,
RS 2,0 TDI 147kW DSG 1.Maj DPH",529 999 Kč,"2022, 188 120 km, Nafta, Automatická",529999.0,2022.0,188120.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209305863
https://www.sauto.cz/osobni/detail/skoda/octavia/209305860,"Škoda Octavia,
1,4 TSI DSG Elegance Serv. kn",168 999 Kč,"2009, 127 137 km, Benzín, Automatická",168999.0,2009.0,127137.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209305860
https://www.sauto.cz/osobni/detail/volkswagen/arteon/209298606,"Volkswagen Arteon,
2,0 TDI 140KW DSG LED Navi CZ",439 999 Kč,"2019, 203 576 km, Nafta, Automatická",439999.0,2019.0,203576.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon/209298606
https://www.sauto.cz/osobni/detail/renault/megane/209298567,"Renault Mégane,
1,6 SCe 84kW Life CZ",144 999 Kč,"2018, 188 877 km, Benzín, Manuální",144999.0,2018.0,188877.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/renault/megane/209298567
https://www.sauto.cz/osobni/detail/nissan/qashqai/209298483,"Nissan Qashqai,
1,2 DiG-T 85kW Tekna Panorama",238 999 Kč,"2014, 83 729 km, Benzín, Manuální",238999.0,2014.0,83729.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/nissan/qashqai/209298483
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-b/209298474,"Mercedes-Benz Třídy B,
1,6 180 90kW Xenon, Serv.kn.",219 999 Kč,"2012, 128 709 km, Benzín, Manuální",219999.0,2012.0,128709.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-b/209298474
https://www.sauto.cz/osobni/detail/mercedes-benz/citan/209298450,"Mercedes-Benz Citan,
1,5 180d CZ Progressive DPH",539 999 Kč,"2022, 48 820 km, Nafta, Manuální",539999.0,2022.0,48820.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/mercedes-benz/citan/209298450
https://www.sauto.cz/osobni/detail/bmw/rada-5/209298312,"BMW Řada 5,
3,0 530d xDrive 195kW M-paket",614 999 Kč,"2017, 113 023 km, Nafta, Automatická",614999.0,2017.0,113023.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-5/209298312
https://www.sauto.cz/osobni/detail/volkswagen/passat/209293515,"Volkswagen Passat,
1,5 TSI 110kW DSG Business CZ",408 999 Kč,"2022, 59 897 km, Benzín, Automatická",408999.0,2022.0,59897.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/passat/209293515
https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209293461,"Volkswagen Arteon Shooting Brake,
2,0 TDI DSG 110kW Elegance CZ",618 999 Kč,"2022, 67 594 km, Nafta, Automatická",618999.0,2022.0,67594.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/arteon-shooting-brake/209293461
https://www.sauto.cz/osobni/detail/audi/sq5/209292693,"Audi SQ5,
3,0 TDI 255kW Exclusive DPH",828 999 Kč,"2020, 91 331 km, Nafta, Automatická",828999.0,2020.0,91331.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/audi/sq5/209292693
https://www.sauto.cz/osobni/detail/volkswagen/touareg/209282958,"Volkswagen Touareg,
3,0 TDI 193kW DSG R-line 4M",374 999 Kč,"2016, 264 558 km, Nafta, Automatická",374999.0,2016.0,264558.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/touareg/209282958
https://www.sauto.cz/osobni/detail/citroen/c3/209282802,"Citroën C3,
1,2 PureTec 60kW Feel 1.Maj",198 999 Kč,"2019, 57 113 km, Benzín, Manuální",198999.0,2019.0,57113.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/citroen/c3/209282802
https://www.sauto.cz/osobni/detail/abarth/500/209277990,"Abarth 500,
C 1,4 T 132kW Competizione 595",519 999 Kč,"2019, 7 833 km, Benzín, Manuální",519999.0,2019.0,7833.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/abarth/500/209277990
https://www.sauto.cz/osobni/detail/kia/sportage/209600739,"Kia Sportage,
TOP 1.6 T-GDI GPF 4x2 7DCT",842 980 Kč,"2026, 1 km, Benzín, Automatická",842980.0,2026.0,1.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/kia/sportage/209600739
https://www.sauto.cz/osobni/detail/volvo/xc90/209486565,"Volvo XC90,
B5 AWD PLUS BRIGHT NEW 2025",1 650 000 Kč,"2026, 1 km, Benzín, Automatická",1650000.0,2026.0,1.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volvo/xc90/209486565
https://www.sauto.cz/osobni/detail/ford/transit-custom/209270676,"Ford Transit Custom,
2,0 TDCi L2 Automat 9-Míst DPH",728 999 Kč,"2022, 97 995 km, Nafta, Automatická",728999.0,2022.0,97995.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/ford/transit-custom/209270676
https://www.sauto.cz/osobni/detail/hyundai/i30/209269080,"Hyundai i30,
2,0 T-GDI Aut. CZ N-Perfomance",609 999 Kč,"2021, 100 420 km, Benzín, Automatická",609999.0,2021.0,100420.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/hyundai/i30/209269080
https://www.sauto.cz/osobni/detail/volkswagen/cc/209266677,"Volkswagen CC,
2,0 TDI 130kW DSG Sport Xenon",234 999 Kč,"2015, 182 286 km, Nafta, Automatická",234999.0,2015.0,182286.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/cc/209266677
https://www.sauto.cz/osobni/detail/hyundai/tucson/209266617,"Hyundai Tucson,
1,6 T-GDI 130kW Aut. Premium",404 999 Kč,"2018, 129 047 km, Benzín, Automatická",404999.0,2018.0,129047.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/hyundai/tucson/209266617
https://www.sauto.cz/osobni/detail/audi/s3/209266596,"Audi S3,
2,0 TFSI 221kW S-Tronic Quattr",484 999 Kč,"2016, 124 579 km, Benzín, Automatická",484999.0,2016.0,124579.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/audi/s3/209266596
https://www.sauto.cz/osobni/detail/skoda/octavia/209261448,"Škoda Octavia,
2,0 TDI DSG Style Kůže Matrix",479 999 Kč,"2022, 132 346 km, Nafta, Automatická",479999.0,2022.0,132346.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209261448
https://www.sauto.cz/osobni/detail/bmw/rada-3/209259690,"BMW Řada 3,
2,0 320d 120kW Aut. Xenon Kůže",184 999 Kč,"2012, 278 221 km, Nafta, Automatická",184999.0,2012.0,278221.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-3/209259690
https://www.sauto.cz/osobni/detail/toyota/corolla/209258727,"Toyota Corolla,
1,6 VVT 97kW Aut. LPG LED CZ",328 999 Kč,"2018, 84 973 km, LPG + benzín, Automatická",328999.0,2018.0,84973.0,Other,Automatická,https://www.sauto.cz/osobni/detail/toyota/corolla/209258727
